"CO_CUCI_ITEM";"NO_CUCI_ITEM";"CO_CUCI_SUB";"NO_CUCI_SUB";"CO_CUCI_GRUPO";"NO_CUCI_GRUPO";"CO_CUCI_DIVISAO";"NO_CUCI_DIVISAO";"CO_CUCI_SEC";"NO_CUCI_SEC"
"87463";"Reguladores de pressão e controladores (manostatos)";"8746";"Automáticos para regulação ou instrumentos de controle e aparelhos";"874";"Instrumentos e aparelhos de medição, verificação, análise e controle";"87";"Instrumentos e aparelhos profissionais, científicos e de verificação, n.e.p.";"8";"OBRAS DIVERSAS"
"87465";"Outros instrumentos e aparelhos de controle e verificação";"8746";"Automáticos para regulação ou instrumentos de controle e aparelhos";"874";"Instrumentos e aparelhos de medição, verificação, análise e controle";"87";"Instrumentos e aparelhos profissionais, científicos e de verificação, n.e.p.";"8";"OBRAS DIVERSAS"
"87469";"Peças e acessórios para instrumentos de controle e verificação automáticos";"8746";"Automáticos para regulação ou instrumentos de controle e aparelhos";"874";"Instrumentos e aparelhos de medição, verificação, análise e controle";"87";"Instrumentos e aparelhos profissionais, científicos e de verificação, n.e.p.";"8";"OBRAS DIVERSAS"
"87471";"Instrumentos e aparelhos para medida ou detecção de radiações ionizantes";"8747";"Osciloscópios, analisadores de espectro e outros instrumentos para medida ou controle de grandezas elétricas ou detecção de radiações alfa, beta, gama, X, cósmicas";"874";"Instrumentos e aparelhos de medição, verificação, análise e controle";"87";"Instrumentos e aparelhos profissionais, científicos e de verificação, n.e.p.";"8";"OBRAS DIVERSAS"
"87473";"Osciloscópios e oscilógrafos";"8747";"Osciloscópios, analisadores de espectro e outros instrumentos para medida ou controle de grandezas elétricas ou detecção de radiações alfa, beta, gama, X, cósmicas";"874";"Instrumentos e aparelhos de medição, verificação, análise e controle";"87";"Instrumentos e aparelhos profissionais, científicos e de verificação, n.e.p.";"8";"OBRAS DIVERSAS"
"87475";"Outros instrumentos e aparelhos para medida ou controle da tensão, intensidade, resistência ou da potência, sem dispositivo de gravação";"8747";"Osciloscópios, analisadores de espectro e outros instrumentos para medida ou controle de grandezas elétricas ou detecção de radiações alfa, beta, gama, X, cósmicas";"874";"Instrumentos e aparelhos de medição, verificação, análise e controle";"87";"Instrumentos e aparelhos profissionais, científicos e de verificação, n.e.p.";"8";"OBRAS DIVERSAS"
"87477";"Outros instrumentos e aparelhos, especialmente concebidos para telecomunicação (por exemplo, medidores de crosstalk, ganhar-instrumentos de medição, medidores de fator de distorção, psofômetros)";"8747";"Osciloscópios, analisadores de espectro e outros instrumentos para medida ou controle de grandezas elétricas ou detecção de radiações alfa, beta, gama, X, cósmicas";"874";"Instrumentos e aparelhos de medição, verificação, análise e controle";"87";"Instrumentos e aparelhos profissionais, científicos e de verificação, n.e.p.";"8";"OBRAS DIVERSAS"
"87478";"Outros instrumentos e aparelhos para medida ou controle de grandezas elétricas";"8747";"Osciloscópios, analisadores de espectro e outros instrumentos para medida ou controle de grandezas elétricas ou detecção de radiações alfa, beta, gama, X, cósmicas";"874";"Instrumentos e aparelhos de medição, verificação, análise e controle";"87";"Instrumentos e aparelhos profissionais, científicos e de verificação, n.e.p.";"8";"OBRAS DIVERSAS"
"87479";"Peças e acessórios de instrumentos e aparelhos do subgrupo 87.,7";"8747";"Osciloscópios, analisadores de espectro e outros instrumentos para medida ou controle de grandezas elétricas ou detecção de radiações alfa, beta, gama, X, cósmicas";"874";"Instrumentos e aparelhos de medição, verificação, análise e controle";"87";"Instrumentos e aparelhos profissionais, científicos e de verificação, n.e.p.";"8";"OBRAS DIVERSAS"
"8749";"Peças e acessórios para máquinas, aparelhos, instrumentos e aparelhos, n.e.p.";"8749";"Outras peças e acessórios para máquinas, aparelhos, instrumentos e aparelhos";"874";"Instrumentos e aparelhos de medição, verificação, análise e controle";"87";"Instrumentos e aparelhos profissionais, científicos e de verificação, n.e.p.";"8";"OBRAS DIVERSAS"
"88111";"Câmeras fotográficas (exceto cinematográfico)";"8811";"Câmeras fotográficas (exceto cinematográfico), aparelhos fotográficos lanterna e lâmpadas de flash, suas partes e acessórios";"881";"Aparelhos fotográficos e equipamentos";"88";"Aparelhos fotográficos, equipamentos e suprimentos e de ótica, n.e.p.; relógios";"8";"OBRAS DIVERSAS"
"88113";"Aparelhode iluminação fotográfica e flashes";"8811";"Câmeras fotográficas (exceto cinematográfico), aparelhos fotográficos lanterna e lâmpadas de flash, suas partes e acessórios";"881";"Aparelhos fotográficos e equipamentos";"88";"Aparelhos fotográficos, equipamentos e suprimentos e de ótica, n.e.p.; relógios";"8";"OBRAS DIVERSAS"
"88114";"Peças e acessórios para as câmeras fotográficas da posição 881.11";"8811";"Câmeras fotográficas (exceto cinematográfico), aparelhos fotográficos lanterna e lâmpadas de flash, suas partes e acessórios";"881";"Aparelhos fotográficos e equipamentos";"88";"Aparelhos fotográficos, equipamentos e suprimentos e de ótica, n.e.p.; relógios";"8";"OBRAS DIVERSAS"
"88115";"Peças e acessórios para aparelhos de iluminação fotográfica";"8811";"Câmeras fotográficas (exceto cinematográfico), aparelhos fotográficos lanterna e lâmpadas de flash, suas partes e acessórios";"881";"Aparelhos fotográficos e equipamentos";"88";"Aparelhos fotográficos, equipamentos e suprimentos e de ótica, n.e.p.; relógios";"8";"OBRAS DIVERSAS"
"88121";"Câmaras cinematográficas";"8812";"Câmeras e projetores, cinematográficos, suas partes e acessórios.";"881";"Aparelhos fotográficos e equipamentos";"88";"Aparelhos fotográficos, equipamentos e suprimentos e de ótica, n.e.p.; relógios";"8";"OBRAS DIVERSAS"
"88122";"Projetores cinematográficos";"8812";"Câmeras e projetores, cinematográficos, suas partes e acessórios.";"881";"Aparelhos fotográficos e equipamentos";"88";"Aparelhos fotográficos, equipamentos e suprimentos e de ótica, n.e.p.; relógios";"8";"OBRAS DIVERSAS"
"88123";"Peças e acessórios para as câmeras cinematográficas da posição 821.21";"8812";"Câmeras e projetores, cinematográficos, suas partes e acessórios.";"881";"Aparelhos fotográficos e equipamentos";"88";"Aparelhos fotográficos, equipamentos e suprimentos e de ótica, n.e.p.; relógios";"8";"OBRAS DIVERSAS"
