"CO_CUCI_ITEM";"NO_CUCI_ITEM";"CO_CUCI_SUB";"NO_CUCI_SUB";"CO_CUCI_GRUPO";"NO_CUCI_GRUPO";"CO_CUCI_DIVISAO";"NO_CUCI_DIVISAO";"CO_CUCI_SEC";"NO_CUCI_SEC"
"26819";"Lã greasy (incluída a lã lavada a dorso)Outras";"2681";"Lã não cardada, nem penteada (incluída a lã lavada a dorso)";"268a";"Lã e pelos em bruto";"26";"Fibras têxteis(exc. tops de lã e outra lã penteada)e seus resíduos(não transformados em fios/tecido)";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"26821";"Outras lãs, não cardadas nem penteadas Desengordurada, não carbonizada";"2682";"Outras lãs, não cardadas nem penteadas";"268c";"Lã e pelos cardados ou penteados e outras lãs";"26";"Fibras têxteis(exc. tops de lã e outra lã penteada)e seus resíduos(não transformados em fios/tecido)";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"26829";"Outras lãs, não cardadas nem penteadas Carbonizada";"2682";"Outras lãs, não cardadas nem penteadas";"268c";"Lã e pelos cardados ou penteados e outras lãs";"26";"Fibras têxteis(exc. tops de lã e outra lã penteada)e seus resíduos(não transformados em fios/tecido)";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"2683";"Pêlos finos, não cardados nem penteados";"2683";"Pêlos finos, não cardados nem penteados";"268a";"Lã e pelos em bruto";"26";"Fibras têxteis(exc. tops de lã e outra lã penteada)e seus resíduos(não transformados em fios/tecido)";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"2685";"Pêlos grosseiros, não cardados nem penteados";"2685";"Pêlos grosseiros, não cardados nem penteados";"268a";"Lã e pelos em bruto";"26";"Fibras têxteis(exc. tops de lã e outra lã penteada)e seus resíduos(não transformados em fios/tecido)";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"26862";"Fiapos de lã ou de pêlos finos ou grosseiros";"2686";"Desperdícios de lã ou de pêlos finos ou grosseiros, que não crina (incluídos os desperdícios de fios e os fiapos)";"268c";"Lã e pelos cardados ou penteados e outras lãs";"26";"Fibras têxteis(exc. tops de lã e outra lã penteada)e seus resíduos(não transformados em fios/tecido)";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"26863";"Desperdícios da penteação de lã ou de pelos finos, exceto fiapos";"2686";"Desperdícios de lã ou de pêlos finos ou grosseiros, que não crina (incluídos os desperdícios de fios e os fiapos)";"268c";"Lã e pelos cardados ou penteados e outras lãs";"26";"Fibras têxteis(exc. tops de lã e outra lã penteada)e seus resíduos(não transformados em fios/tecido)";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"26869";"Outros resíduos de lã ou de pelos finos ou grosseiros (exceto crina de cavalo)";"2686";"Desperdícios de lã ou de pêlos finos ou grosseiros, que não crina (incluídos os desperdícios de fios e os fiapos)";"268c";"Lã e pelos cardados ou penteados e outras lãs";"26";"Fibras têxteis(exc. tops de lã e outra lã penteada)e seus resíduos(não transformados em fios/tecido)";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"26871";"Lã cardada; lã penteada a granel";"2687";"Lã, pêlos finos ou grosseiros, cardados ou penteados (incluída a lã penteada a granel)";"268c";"Lã e pelos cardados ou penteados e outras lãs";"26";"Fibras têxteis(exc. tops de lã e outra lã penteada)e seus resíduos(não transformados em fios/tecido)";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"26873";"Tops de lã e outros lã penteada";"2687";"Lã, pêlos finos ou grosseiros, cardados ou penteados (incluída a lã penteada a granel)";"268c";"Lã e pelos cardados ou penteados e outras lãs";"26";"Fibras têxteis(exc. tops de lã e outra lã penteada)e seus resíduos(não transformados em fios/tecido)";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"26877";"Pelos finos ou grosseiros, cardados ou penteados";"2687";"Lã, pêlos finos ou grosseiros, cardados ou penteados (incluída a lã penteada a granel)";"268c";"Lã e pelos cardados ou penteados e outras lãs";"26";"Fibras têxteis(exc. tops de lã e outra lã penteada)e seus resíduos(não transformados em fios/tecido)";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"26901";"Roupas, acessórios de vestuário, tapetes e cobertores, roupa de casa e artigos de decoração (com exceção dos artigos do ítem 658,91, grupo 659 e grupo 821), de matérias têxteis; calçados e chapéus de qualquer material (exceto de amianto), mostrando sinais";"2690";"Roupas e outros artigos têxteis usados, trapos";"269";"Roupas e outros artigos têxteis usados, incluindo trapos";"26";"Fibras têxteis(exc. tops de lã e outra lã penteada)e seus resíduos(não transformados em fios/tecido)";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"26902";"Trapos, novos ou usados, cordéis, cordas e cabos usados e artigos de cordéis, cordas ou cabos de matérias têxteis.";"2690";"Roupas e outros artigos têxteis usados, trapos";"269";"Roupas e outros artigos têxteis usados, incluindo trapos";"26";"Fibras têxteis(exc. tops de lã e outra lã penteada)e seus resíduos(não transformados em fios/tecido)";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"2721";"Fertilizantes de animais ou vegetais, mesmo misturados entre si ou tratados quimicamente; fertilizantes resultantes da mistura ou do tratamento químico de produtos de origem animal ou vegetal";"2721";"Fertilizantes de animais ou vegetais, mesmo misturados entre si ou tratados quimicamente, fertilizantes resultantes da mistura ou do tratamento químico de produtos de origem animal ou vegetal";"272b";"Fertilizantes brutos (exceto adubos)";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"2722";"Nitrato de sódio";"2722";"Nitrato de sódio";"272c";"Nitrato de sódio";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"27231";"Fosfatos de cálcio naturais, fosfatos de alumínio naturais e cal fosfatado Não moído";"2723";"Fosfatos de cálcio naturais, fosfatos de alumínio naturais e cal fosfatado.";"272b";"Fertilizantes brutos (exceto adubos)";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"27232";"Fosfatos de cálcio naturais, fosfatos de alumínio naturais e cal fosfatado moído";"2723";"Fosfatos de cálcio naturais, fosfatos de alumínio naturais e cal fosfatado.";"272b";"Fertilizantes brutos (exceto adubos)";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"27311";"Ardósia, mesmo desbastada ou simplesmente cortada à serra ou por outro meio, em blocos ou placas de forma retangular (incluindo quadrada)";"2731";"Pedra de construção ou monumentais (dimensão), desbastada ou simplesmente cortada à serra ou por outro meio, em blocos ou placas de forma retangular (incluindo quadrada)";"273";"Pedra, areia e cascalho";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"27312";"Mármore, travertinos, granitos belgas e pedras de cantaria ou de construção calcárias de densidade aparente >= 2,5, e alabastro, mesmo desbastados ou simplesmente cortados à serra ou por outro meio, em blocos ou placas de forma retangular (incl. quadrada)";"2731";"Pedra de construção ou monumentais (dimensão), desbastada ou simplesmente cortada à serra ou por outro meio, em blocos ou placas de forma retangular (incluindo quadrada)";"273";"Pedra, areia e cascalho";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"27313";"Granito, pórfiro, basalto, arenito e outras pedras de cantaria ou de construção, n.e.p., ou não desbastada ou simplesmente cortada à serra ou por outro meio, em blocos ou placas de forma retangular (incluindo quadrada).";"2731";"Pedra de construção ou monumentais (dimensão), desbastada ou simplesmente cortada à serra ou por outro meio, em blocos ou placas de forma retangular (incluindo quadrada)";"273";"Pedra, areia e cascalho";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"27322";"Castinas; calcário e outras pedras calcárias dos tipos utilizados para a fabricação de cal ou de cimento";"2732";"Gesso, castinas, calcário e outras pedras calcárias de um tipo usado para a fabricação de cal ou de cimento";"273";"Pedra, areia e cascalho";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"27323";"Gesso; anidrita";"2732";"Gesso, castinas, calcário e outras pedras calcárias de um tipo usado para a fabricação de cal ou de cimento";"273";"Pedra, areia e cascalho";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"27324";"Gesso (composto de gesso calcinado ou sulfato de cálcio), mesmo corado, com ou sem pequenas quantidades de aceleradores ou retardadores (incluindo gessos especialmente preparados para serem utilizados em odontologia)";"2732";"Gesso, castinas, calcário e outras pedras calcárias de um tipo usado para a fabricação de cal ou de cimento";"273";"Pedra, areia e cascalho";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"27331";"Areias siliciosas e areias quartzosas";"2733";"Areias naturais de qualquer espécie, mesmo coradas (exceto areias metalíferas do capítulo 28).";"273";"Pedra, areia e cascalho";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"27339";"Outras areias";"2733";"Areias naturais de qualquer espécie, mesmo coradas (exceto areias metalíferas do capítulo 28).";"273";"Pedra, areia e cascalho";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"2734";"Calhaus, cascalho, pedras britadas, dos tipos geralmente usados ??em betão, para empedramento de estradas, de vias férreas ou outros balastros, seixos rolados e sílex, mesmo não tratados termicamente; macadame de escórias, escórias ou de resíduos ...";"2734";"Calhaus, cascalho, pedras britadas, para empedramento de estradas, de vias férreas ou outros balastros, seixos rolados e sílex, macadame de escórias";"273";"Pedra, areia e cascalho";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"2741";"Enxofre de qualquer espécie, exceto o enxofre sublimado, precipitado";"2741";"Enxofre de qualquer espécie, exceto o enxofre sublimado, enxofre precipitado e enxofre coloidal";"274c";"Enxofre";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"2742";"Piritas de ferro, não torrado";"2742";"Piritas de ferro, não torrado";"274b";"Pirites de ferro não torrados";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"27711";"Diamantes industriais, classificados, Em bruto ou simplesmente serrados, clivados ou desbastados";"2771";"Diamantes industriais, classificados, trabalhados ou não";"277b";"Diamantes industriais, trabalhados ou não";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"27719";"Diamantes industriais, classificados,  Trabalhados de outra forma";"2771";"Diamantes industriais, classificados, trabalhados ou não";"277b";"Diamantes industriais, trabalhados ou não";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"27721";"Poeira e o pó de pedras preciosas ou semipreciosas, naturais ou sintéticas.";"2772";"Outros abrasivos naturais";"277c";"Outros abrasivos naturais";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"27722";"Esmeril, corindo natural, granada natural e outros abrasivos naturais";"2772";"Outros abrasivos naturais";"277c";"Outros abrasivos naturais";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"27723";"Pedra-pomes";"2772";"Outros abrasivos naturais";"277c";"Outros abrasivos naturais";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"27822";"Grafite, natural";"2782";"Outras argilas e outros minerais refratários";"278b";"Outros minerais em bruto";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"27823";"Dolomita, mesmo calcinada; dolomita desbastada ou simplesmente cortada à serra ou por outro meio, em blocos ou placas de forma rectangular (incluindo quadrada) forma; dolomita aglomerada (incluindo dolomita asfaltada)";"2782";"Outras argilas e outros minerais refratários";"278b";"Outros minerais em bruto";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"27824";"Carbonato de magnésio natural (magn.e.p.ita)";"2782";"Outras argilas e outros minerais refratários";"278b";"Outros minerais em bruto";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"27825";"Magnésia eletrofundida; (sintetizada) calcinada; outro óxido de magnésio, mesmo puro.";"2782";"Outras argilas e outros minerais refratários";"278b";"Outros minerais em bruto";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"27826";"Caulim e outras argilas caulínicas, mesmo calcinados";"2782";"Outras argilas e outros minerais refratários";"278b";"Outros minerais em bruto";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"27827";"Bentonita, mesmo calcinado";"2782";"Outras argilas e outros minerais refratários";"278b";"Outros minerais em bruto";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"27829";"Outras argilas (exceto argilas expandidas do ítem 663.5); andaluzita, kyranite, silimanita, mesmo calcinadas; mulita; chamote e terra de dinas";"2782";"Outras argilas e outros minerais refratários";"278b";"Outros minerais em bruto";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"2783";"Cloreto de sódio, puro e sal comum (incluindo o sal de mesa eo sal desnaturado), mesmo em solução aquosa ou adicionados de antiaglomerante ou agentes de fluxo livre; a água do mar.";"2783";"Cloreto de sódio, puro e sal comum (incluindo o sal de mesa e o sal desnaturado), mesmo em solução aquosa ou adicionados de antiaglomerante ou agentes de fluxo livre, a água do mar.";"278b";"Outros minerais em bruto";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"2784";"Amianto";"2784";"Amianto";"278b";"Outros minerais em bruto";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"27851";"Quartzo (exceto areias naturais); quartzito, mesmo desbastado ou simplesmente cortada à serra ou por outro meio, em blocos ou placas de forma retangular (incluindo quadrada)";"2785";"Quartzo, mica, feldspato, fluorita, criolita e chiolite";"278b";"Outros minerais em bruto";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"27852";"Mica (incluindo parcelamentos); desperdícios de mica";"2785";"Quartzo, mica, feldspato, fluorita, criolita e chiolite";"278b";"Outros minerais em bruto";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"27853";"Feldspato; leucite; nefelina e nefelina sienito";"2785";"Quartzo, mica, feldspato, fluorita, criolita e chiolite";"278b";"Outros minerais em bruto";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"27854";"Espatoflúor";"2785";"Quartzo, mica, feldspato, fluorita, criolita e chiolite";"278b";"Outros minerais em bruto";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"27861";"Escória granulada (areia de escória) proveniente da fabricação de ferro ou aço";"2786";"Outras escórias e desperdícios";"278d";"Outras escórias ou desperdícios de minerais";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"27862";"Escórias (exceto escória granulada), escaladas e outros desperdícios da fabricação de ferro ou aço";"2786";"Outras escórias e desperdícios";"278d";"Outras escórias ou desperdícios de minerais";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"27869";"Outras escórias e cinzas, incluindo as cinzas de algas (alga marinha); cinzas e resíduos provenientes da incineração de lixos municipais";"2786";"Outras escórias e desperdícios";"278d";"Outras escórias ou desperdícios de minerais";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"27891";"Giz";"2789";"Outros minerais brutos";"278b";"Outros minerais em bruto";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"27892";"Sulfato de bário natural (baritina); carbonato de bário natural (witherita), mesmo calcinado (exceto o óxido de bário do capítulo 522,65)";"2789";"Outros minerais brutos";"278b";"Outros minerais em bruto";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"27893";"Esteatito, natural, mesmo desbastado ou simplesmente cortado à serra ou por outro meio, em blocos ou placas de forma retangular (incluindo quadrada); talco";"2789";"Outros minerais brutos";"278b";"Outros minerais em bruto";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"27894";"Boratos naturais e seus concentrados, calcinados ou não, exceto boratos extraídos de salmouras naturais; ácido bórico natural com mais de 85% de H3BO3, em produto seco";"2789";"Outros minerais brutos";"278b";"Outros minerais em bruto";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"27895";"Farinhas siliciosas fósseis (por exemplo, terra de diatomáceas, tripolita, diatomita) e outras terras siliciosas semelhantes, mesmo calcinadas, de densidade aparente de 1 ou menos";"2789";"Outros minerais brutos";"278b";"Outros minerais em bruto";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"27896";"Xisto betuminoso e de alcatrão ou  areias alcatroadas";"2789";"Outros minerais brutos";"278b";"Outros minerais em bruto";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"27897";"Betumes e asfaltos, naturais; asfaltites e rochas asfálticas";"2789";"Outros minerais brutos";"278b";"Outros minerais em bruto";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"27898";"Vermiculita, perlita e cloritas, não expandidas";"2789";"Outros minerais brutos";"278b";"Outros minerais em bruto";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"27899";"Substâncias minerais, não especificas";"2789";"Outros minerais brutos";"278b";"Outros minerais em bruto";"27";"Fertilizantes em bruto e minerais em bruto (excluindo petróleo, carvão e pedras preciosas";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"2814";"Piritas de ferro torradas (cinders), mesmo aglomeradas";"2814";"Piritas de ferro torradas (cinders), mesmo aglomeradas";"281c";"Piritas de ferro torradas (cinders)";"28";"Minérios metálicos e sucata";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"2815";"Minério de ferro e seus concentrados, não aglomerado";"2815";"Minério de ferro e seus concentrados, não aglomerado";"281b";"Minério de ferro e seus concentrados";"28";"Minérios metálicos e sucata";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"2816";"Minério de ferro aglomerado (sinters, pellets, briquetes, etc)";"2816";"Minério de ferro aglomerado";"281b";"Minério de ferro e seus concentrados";"28";"Minérios metálicos e sucata";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"2821";"Desperdícios e resíduos de ferro fundido";"2821";"Desperdícios e resíduos de ferro fundido";"282";"Resíduos e sucata de metais ferrosos";"28";"Minérios metálicos e sucata";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"28221";"Desperdícios e resíduos de ligas De aço inoxidável";"2822";"Desperdícios e resíduos de ligas de aço";"282";"Resíduos e sucata de metais ferrosos";"28";"Minérios metálicos e sucata";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"28229";"Desperdícios e resíduos de ligas De outras ligas de aço";"2822";"Desperdícios e resíduos de ligas de aço";"282";"Resíduos e sucata de metais ferrosos";"28";"Minérios metálicos e sucata";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"28231";"Desperdícios e resíduos de ferro ou aço estanhados";"2823";"Outros resíduos e sucatas";"282";"Resíduos e sucata de metais ferrosos";"28";"Minérios metálicos e sucata";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"28232";"Aparas, cavacos, resíduos de moagem, serragem, limalha, guarnições e estampadas, mesmo em fardos";"2823";"Outros resíduos e sucatas";"282";"Resíduos e sucata de metais ferrosos";"28";"Minérios metálicos e sucata";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"28233";"Desperdícios em lingotes de ferro ou aço";"2823";"Outros resíduos e sucatas";"282";"Resíduos e sucata de metais ferrosos";"28";"Minérios metálicos e sucata";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"28239";"Resíduos e sucatas, n.e.p.";"2823";"Outros resíduos e sucatas";"282";"Resíduos e sucata de metais ferrosos";"28";"Minérios metálicos e sucata";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"2831";"Minérios de cobre e seus concentrados";"2831";"Minérios de cobre e seus concentrados";"283b";"Minérios de cobre e seus concentrados";"28";"Minérios metálicos e sucata";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"2832";"Mates de cobre; cobre de cementação (precipitado de cobre)";"2832";"Mates de cobre, cobre de cementação (precipitado de cobre)";"283c";"Mates e precipitado de cobre";"28";"Minérios metálicos e sucata";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"2841";"Minérios de níquel e seus concentrados";"2841";"Minérios de níquel e seus concentrados";"284b";"Minérios de níquel  e seus concentrados";"28";"Minérios metálicos e sucata";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"28421";"Mates de níquel";"2842";"Mates de níquel, sinters de óxidos de níquel e outros produtos intermediários da metalurgia do níquel.";"284c";"Mates de níquel, sinters de óxidos de níquel e outros produtos do níquel";"28";"Minérios metálicos e sucata";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"28422";"Sinters de óxidos de níquel e outros produtos intermediários da metalurgia do níquel";"2842";"Mates de níquel, sinters de óxidos de níquel e outros produtos intermediários da metalurgia do níquel.";"284c";"Mates de níquel, sinters de óxidos de níquel e outros produtos do níquel";"28";"Minérios metálicos e sucata";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"2851";"Minérios de alumínio e seus concentrados";"2851";"Minérios de alumínio e seus concentrados";"285b";"Minérios de alumínio e seus concentrados";"28";"Minérios metálicos e sucata";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"2852";"Alumina (óxido de alumínio), exceto o corindo artificial";"2852";"Alumina (óxido de alumínio), exceto o corindo artificial";"285c";"Alumina (óxido de alumínio), exceto corindo artificial";"28";"Minérios metálicos e sucata";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
"2861";"Minérios de urânio e seus concentrados";"2861";"Minérios de urânio e seus concentrados";"286";"Minérios de urânio ou de tório e seus concentrados";"28";"Minérios metálicos e sucata";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS"
